Query	Length_Query	Target	Length_Target	dG	ndG	Start_Position_Query	End_Position_Query	Start_Position_Target	End_Position_Target
BnaA06LNG0006700	 686	BnaA06g37820D	 177	-18.56	 -0.1428	335	511	1	177
BnaA06LNG0006700	 686	BnaA06g37860D	 720	-27.21	 -0.1063	395	686	1	292
BnaA06LNG0006800	 2234	BnaA06g38450D	 297	-29.94	 -0.1065	1732	2028	1	297
BnaA07LNG0000200	 1962	BnaA07g01040D	 54	-8.34	 -0.2876	1886	1939	1	54
BnaA07LNG0000500	 624	BnaA07g01490D	 369	-7.59	 -0.8433	591	624	1	34
BnaA07LNG0000500	 624	BnaA07g01500D	 210	-13.49	 -0.1097	220	429	1	210
BnaA07LNG0000500	 624	BnaA07g01570D	 966	-12.09	 -0.1752	1	84	883	966
BnaA07LNG0000600	 584	BnaA07g01540D	 195	-16.71	 -0.1007	270	464	1	195
BnaA07LNG0001200	 4119	BnaA07g02110D	 168	-21.05	 -0.1607	3577	3744	1	168
BnaA07LNG0001400	 230	BnaA07g02390D	 909	-8.48	 -0.1116	143	230	1	88
BnaA07LNG0001600	 1833	BnaA07g02590D	 849	-369.09	 -0.4436	580	1428	1	849
BnaA07LNG0001700	 1489	BnaA07g02850D	 105	-56.18	 -0.5977	29	133	1	105
BnaA07LNG0003000	 417	BnaA07g06400D	 57	-4.23	 -0.2350	87	143	1	57
BnaA07LNG0003100	 2648	BnaA07g06600D	 105	-12.48	 -0.1236	294	398	1	105
BnaA07LNG0003100	 2648	BnaA07g06640D	 321	-10.26	 -0.1026	1	111	211	321
BnaA07LNG0003200	 971	BnaA07g07520D	 150	-6.17	 -0.1122	1	59	92	150
BnaA07LNG0003300	 669	BnaA07g07970D	 165	-8.66	 -0.1110	549	669	1	121
BnaA07LNG0004100	 1789	BnaA07g17430D	 129	-10.73	 -0.1052	286	414	1	129
BnaA07LNG0004100	 1789	BnaA07g17470D	 78	-7.38	 -0.1942	434	511	1	78
BnaA07LNG0004200	 615	BnaA07g19130D	 924	-12.01	 -0.1278	1	112	813	924
BnaA07LNG0004500	 1387	BnaA07g20930D	 378	-18.87	 -0.1072	1164	1387	1	224
BnaA07LNG0004600	 333	BnaA07g22120D	 294	-6.86	 -0.4573	305	333	1	29
BnaA07LNG0004600	 333	BnaA07g22180D	 423	-6.18	 -0.1030	263	333	1	71
BnaA07LNG0004600	 333	BnaA07g22190D	 171	-8.30	 -0.3320	289	333	1	45
BnaA07LNG0004600	 333	BnaA07g22220D	 1113	-4.90	 -0.2042	302	333	1	32
BnaA07LNG0004900	 389	BnaA07g23150D	 1119	-9.41	 -0.1344	313	389	1	77
BnaA07LNG0004900	 389	BnaA07g23220D	 1569	-7.02	 -0.6382	1	33	1537	1569
BnaA07LNG0004900	 389	BnaA07g23260D	 1140	-6.67	 -0.1588	1	63	1078	1140
BnaA07LNG0004900	 389	BnaA07g23280D	 240	-9.37	 -0.2082	1	53	188	240
BnaA07LNG0004900	 389	BnaA07g23310D	 606	-11.27	 -1.0245	1	18	589	606
BnaA07LNG0004900	 389	BnaA07g23340D	 768	-6.42	 -0.5350	1	16	753	768
BnaA07LNG0005500	 326	BnaA07g24380D	 273	-21.45	 -0.1179	1	239	35	273
BnaA07LNG0005600	 1538	BnaA07g24610D	 135	-14.38	 -0.1396	174	308	1	135
BnaA07LNG0006200	 680	BnaA07g27260D	 264	-8.16	 -0.1736	578	680	1	103
BnaA07LNG0006200	 680	BnaA07g27400D	 231	-7.93	 -0.1072	1	126	106	231
BnaA07LNG0006400	 736	BnaA07g27700D	 51	-4.74	 -0.1823	572	622	1	51
BnaA07LNG0006400	 736	BnaA07g27760D	 333	-14.25	 -0.1549	618	736	1	119
BnaA07LNG0006800	 254	BnaA07g28270D	 84	-8.55	 -0.1745	1	58	27	84
BnaA07LNG0006900	 721	BnaA07g28270D	 84	-6.92	 -0.1003	563	646	1	84
BnaA07LNG0007000	 1494	BnaA07g28650D	 81	-9.88	 -0.1267	1143	1223	1	81
BnaA07LNG0007100	 341	BnaA07g29640D	 318	-7.06	 -0.1009	1	83	236	318
BnaA07LNG0007400	 2606	BnaA07g33150D	 120	-14.03	 -0.1375	711	830	1	120
BnaA07LNG0007400	 2606	BnaA07g33180D	 195	-14.43	 -0.1110	599	793	1	195
BnaA07LNG0007700	 1477	BnaA07g35100D	 123	-11.46	 -0.1135	1321	1443	1	123
BnaA07LNG0007800	 1440	BnaA07g35840D	 126	-9.29	 -0.1308	141	266	1	126
BnaA07LNG0007800	 1440	BnaA07g35890D	 135	-13.47	 -0.1142	207	341	1	135
BnaA07LNG0007900	 271	BnaA07g36040D	 111	-5.87	 -0.2795	1	97	15	111
BnaA07LNG0007900	 271	BnaA07g36100D	 477	-5.73	 -0.3820	1	40	438	477
BnaA07LNG0007900	 271	BnaA07g36120D	 1188	-4.68	 -0.1088	1	97	1092	1188
BnaA07LNG0007900	 271	BnaA07g36150D	 204	-4.39	 -0.2090	1	31	174	204
BnaA07LNG0008000	 719	BnaA07g36390D	 393	-18.83	 -0.1101	1	188	206	393
BnaA07LNG0008200	 841	BnaA07g37830D	 144	-10.45	 -0.1066	75	218	1	144
BnaA08LNG0000200	 475	BnaA08g01360D	 495	-5.96	 -0.1084	1	86	410	495
BnaA08LNG0000200	 475	BnaA08g01390D	 495	-7.10	 -0.1291	1	86	410	495
BnaA08LNG0000300	 807	BnaA08g01370D	 198	-11.19	 -0.1056	679	807	1	129
BnaA08LNG0000500	 974	BnaA08g02420D	 36	-5.57	 -0.2321	163	198	1	36
BnaA08LNG0000700	 641	BnaA08g02880D	 342	-7.76	 -0.1584	1	69	274	342
BnaA08LNG0001300	 3247	BnaA08g05210D	 141	-14.25	 -0.1096	156	296	1	141
BnaA08LNG0001400	 229	BnaA08g05510D	 321	-8.86	 -0.1641	1	55	267	321
BnaA08LNG0001400	 229	BnaA08g05570D	 330	-5.95	 -0.1102	1	112	219	330
BnaA08LNG0001800	 581	BnaA08g06040D	 522	-12.53	 -0.1139	1	130	393	522
BnaA08LNG0001800	 581	BnaA08g06060D	 447	-11.12	 -0.1039	1	113	335	447
BnaA08LNG0001900	 445	BnaA08g06700D	 186	-11.12	 -0.1612	1	119	68	186
BnaA08LNG0002100	 638	BnaA08g07070D	 123	-10.02	 -0.1518	551	638	1	88
BnaA08LNG0002200	 434	BnaA08g07550D	 69	-6.84	 -0.4275	50	118	1	69
BnaA08LNG0002700	 590	BnaA08g09670D	 42	-6.05	 -0.6050	352	393	1	42
BnaA08LNG0003100	 258	BnaA08g12800D	 1008	-9.79	 -0.1064	1	115	894	1008
BnaA08LNG0003100	 258	BnaA08g12820D	 108	-9.16	 -0.1388	29	136	1	108
BnaA08LNG0003300	 449	BnaA08g14570D	 171	-5.51	 -0.1124	1	52	120	171
BnaA08LNG0003300	 449	BnaA08g14630D	 1221	-7.70	 -0.2200	1	68	1154	1221
BnaA08LNG0003300	 449	BnaA08g14640D	 888	-8.18	 -0.2406	397	449	1	53
BnaA08LNG0003300	 449	BnaA08g14670D	 1206	-6.78	 -0.3767	1	20	1187	1206
BnaA08LNG0003500	 397	BnaA08g15150D	 54	-3.70	 -0.1194	209	262	1	54
BnaA08LNG0003500	 397	BnaA08g15170D	 438	-3.24	 -0.1800	366	397	1	32
BnaA08LNG0003600	 411	BnaA08g15150D	 54	-5.75	 -0.1150	297	350	1	54
BnaA08LNG0003700	 429	BnaA08g15600D	 297	-7.62	 -0.1104	1	93	205	297
BnaA08LNG0003900	 293	BnaA08g15770D	 264	-6.20	 -0.1069	200	293	1	94
BnaA08LNG0004000	 1370	BnaA08g16190D	 225	-11.35	 -0.1032	1	185	41	225
BnaA08LNG0004100	 340	BnaA08g17440D	 1434	-10.04	 -0.2642	281	340	1	60
BnaA08LNG0004400	 485	BnaA08g22470D	 75	-5.21	 -0.6512	233	307	1	75
BnaA08LNG0004400	 485	BnaA08g22490D	 2226	-16.73	 -0.1014	235	485	1	251
BnaA08LNG0004700	 2866	BnaA08g28890D	 219	-15.27	 -0.1068	151	369	1	219
BnaA08LNG0004700	 2866	BnaA08g28970D	 33	-9.49	 -0.9490	838	870	1	33
BnaA08LNG0005300	 595	BnaA08g30010D	 345	-29.61	 -0.1025	192	536	1	345
BnaA09LNG0000100	 2467	BnaA09g00460D	 75	-9.93	 -0.1712	308	382	1	75
BnaA09LNG0000200	 520	BnaA09g02920D	 159	-6.11	 -0.1198	437	520	1	84
BnaA09LNG0000400	 2432	BnaA09g03990D	 96	-11.37	 -0.1197	1134	1229	1	96
BnaA09LNG0000500	 5300	BnaA09g06430D	 108	-11.27	 -0.1409	4628	4735	1	108
BnaA09LNG0000800	 454	BnaA09g07140D	 438	-15.84	 -0.1173	1	145	294	438
BnaA09LNG0001200	 611	BnaA09g08430D	 129	-10.10	 -0.1554	511	611	1	101
BnaA09LNG0001300	 601	BnaA09g08590D	 333	-3.09	 -0.4414	1	17	317	333
BnaA09LNG0001300	 601	BnaA09g08640D	 240	-2.05	 -1.0250	596	601	1	6
BnaA09LNG0001500	 1240	BnaA09g09220D	 210	-23.97	 -0.1211	754	963	1	210
BnaA09LNG0001700	 569	BnaA09g12330D	 231	-8.98	 -0.1095	454	569	1	116
BnaA09LNG0002000	 291	BnaA09g12860D	 147	-7.69	 -0.1083	205	291	1	87
BnaA09LNG0002400	 1728	BnaA09g13500D	 90	-8.97	 -0.1574	1208	1297	1	90
BnaA09LNG0002400	 1728	BnaA09g13510D	 201	-13.89	 -0.1014	355	555	1	201
BnaA09LNG0002600	 713	BnaA09g15600D	 2541	-18.19	 -0.1378	541	713	1	173
BnaA09LNG0002800	 1962	BnaA09g15840D	 72	-11.17	 -0.1573	661	732	1	72
BnaA09LNG0002900	 604	BnaA09g16020D	 57	-8.25	 -0.1500	292	348	1	57
BnaA09LNG0003100	 427	BnaA09g16560D	 741	-8.89	 -0.1084	1	115	627	741
BnaA09LNG0003200	 426	BnaA09g17350D	 219	-12.24	 -0.1064	308	426	1	119
BnaA09LNG0003200	 426	BnaA09g17400D	 246	-9.94	 -0.1841	322	426	1	105
BnaA09LNG0003700	 221	BnaA09g18590D	 420	-9.94	 -0.1462	133	221	1	89
BnaA09LNG0003700	 221	BnaA09g18610D	 255	-4.23	 -0.1322	177	221	1	45
BnaA09LNG0003900	 349	BnaA09g19010D	 210	-7.95	 -0.1988	1	58	153	210
BnaA09LNG0003900	 349	BnaA09g19030D	 33	-3.46	 -0.2035	46	78	1	33
BnaA09LNG0004200	 1441	BnaA09g20580D	 156	-12.12	 -0.1200	876	1031	1	156
BnaA09LNG0004200	 1441	BnaA09g20590D	 75	-7.77	 -0.1619	996	1070	1	75
BnaA09LNG0004200	 1441	BnaA09g20720D	 1188	-6.92	 -0.1153	1342	1441	1	100
BnaA09LNG0004500	 323	BnaA09g21210D	 315	-6.78	 -0.1169	209	323	1	115
BnaA09LNG0004900	 1352	BnaA09g21940D	 186	-19.07	 -0.1362	91	276	1	186
BnaA09LNG0005600	 533	BnaA09g23950D	 105	-9.89	 -0.1063	308	412	1	105
BnaA09LNG0005700	 759	BnaA09g24040D	 117	-8.07	 -0.1048	594	710	1	117
BnaA09LNG0005800	 1322	BnaA09g23990D	 234	-14.39	 -0.1320	126	359	1	234
BnaA09LNG0005800	 1322	BnaA09g24090D	 105	-9.47	 -0.1076	2	106	1	105
BnaA09LNG0005900	 645	BnaA09g24240D	 402	-16.74	 -0.2325	499	645	1	147
BnaA09LNG0005900	 645	BnaA09g24250D	 540	-17.61	 -0.2668	560	645	1	86
BnaA09LNG0005900	 645	BnaA09g24270D	 2064	-19.88	 -0.2093	527	645	1	119
BnaA09LNG0006000	 726	BnaA09g25440D	 132	-11.17	 -0.1128	370	501	1	132
BnaA09LNG0006400	 772	BnaA09g26280D	 81	-7.62	 -0.1137	44	124	1	81
BnaA09LNG0007000	 497	BnaA09g28650D	 297	-6.45	 -0.1152	1	79	219	297
BnaA09LNG0007000	 497	BnaA09g28680D	 507	-7.84	 -0.3267	1	116	392	507
BnaA09LNG0007000	 497	BnaA09g28690D	 51	-4.96	 -0.2918	102	152	1	51
BnaA09LNG0007100	 2490	BnaA09g28920D	 105	-10.26	 -0.1251	1523	1627	1	105
BnaA09LNG0007200	 985	BnaA09g28920D	 105	-7.91	 -0.1055	268	372	1	105
BnaA09LNG0007400	 10961	BnaA09g30690D	 114	-15.64	 -0.1664	2555	2668	1	114
BnaA09LNG0007400	 10961	BnaA09g30770D	 150	-14.17	 -0.1201	490	639	1	150
BnaA09LNG0007500	 499	BnaA09g30690D	 114	-8.65	 -0.1573	426	499	1	74
BnaA09LNG0007700	 322	BnaA09g31030D	 1473	-8.57	 -0.1128	1	85	1389	1473
BnaA09LNG0007900	 2510	BnaA09g31320D	 54	-5.78	 -0.1376	81	134	1	54
BnaA09LNG0008200	 632	BnaA09g33120D	 831	-12.91	 -0.1017	503	632	1	130
BnaA09LNG0008200	 632	BnaA09g33150D	 417	-9.59	 -0.1078	526	632	1	107
BnaA09LNG0008300	 1142	BnaA09g33220D	 216	-17.69	 -0.1092	572	787	1	216
BnaA09LNG0008400	 595	BnaA09g33700D	 117	-12.81	 -0.2785	457	573	1	117
BnaA09LNG0008900	 848	BnaA09g37320D	 678	-15.59	 -0.1772	1	140	539	678
BnaA09LNG0009000	 208	BnaA09g38310D	 267	-6.20	 -0.1879	144	208	1	65
BnaA09LNG0009000	 208	BnaA09g38390D	 2886	-18.03	 -0.1163	1	208	1418	1625
BnaA09LNG0009000	 208	BnaA09g38510D	 819	-9.23	 -0.1678	114	208	1	95
BnaA09LNG0009100	 1546	BnaA09g39850D	 195	-18.30	 -0.1040	1070	1264	1	195
BnaA09LNG0009100	 1546	BnaA09g39890D	 234	-19.70	 -0.1031	543	776	1	234
BnaA09LNG0009500	 2385	BnaA09g43250D	 276	-30.34	 -0.1111	329	604	1	276
BnaA09LNG0009500	 2385	BnaA09g43310D	 36	-5.91	 -0.1738	1989	2024	1	36
BnaA09LNG0009600	 1009	BnaA09g43730D	 189	-9.82	 -0.1227	915	1009	1	95
BnaA09LNG0010000	 1221	BnaA09g44910D	 492	-14.88	 -0.1078	1075	1221	1	147
BnaA09LNG0010000	 1221	BnaA09g44960D	 297	-11.83	 -0.1207	1086	1221	1	136
BnaA09LNG0010200	 3423	BnaA09g47160D	 111	-11.59	 -0.1093	1040	1150	1	111
BnaA09LNG0010300	 2283	BnaA09g47710D	 96	-9.91	 -0.1194	320	415	1	96
BnaA09LNG0010300	 2283	BnaA09g47790D	 159	-11.59	 -0.1104	1047	1205	1	159
BnaA09LNG0010600	 1413	BnaA09g49850D	 63	-8.02	 -0.2228	973	1035	1	63
BnaA09LNG0010700	 735	BnaA09g50830D	 360	-12.95	 -0.7618	1	27	334	360
BnaA09LNG0011000	 333	BnaA09g52900D	 573	-8.66	 -0.1397	1	64	510	573
BnaA09LNG0011200	 542	BnaA09g53840D	 96	-8.77	 -0.1044	89	184	1	96
BnaA09LNG0011200	 542	BnaA09g53850D	 84	-7.42	 -0.1016	151	234	1	84
BnaA10LNG0000200	 1195	BnaA10g01080D	 84	-7.92	 -0.2329	724	807	1	84
BnaA10LNG0000300	 294	BnaA10g03090D	 1623	-7.90	 -0.2079	208	294	1	87
BnaA10LNG0000400	 1983	BnaA10g04500D	 87	-8.34	 -0.1345	1538	1624	1	87
BnaA10LNG0000500	 600	BnaA10g05690D	 57	-5.64	 -0.4029	469	525	1	57
BnaA10LNG0001100	 819	BnaA10g07230D	 1464	-22.56	 -0.1059	1	223	1242	1464
BnaA10LNG0001200	 715	BnaA10g07260D	 393	-17.79	 -0.1046	1	239	155	393
BnaA10LNG0002000	 628	BnaA10g08090D	 2331	-15.53	 -0.1252	485	628	1	144
BnaA10LNG0002000	 628	BnaA10g08100D	 420	-12.36	 -0.1030	485	628	1	144
BnaA10LNG0002100	 862	BnaA10g08310D	 384	-11.95	 -0.1811	748	862	1	115
BnaA10LNG0002100	 862	BnaA10g08430D	 195	-19.14	 -0.1113	277	471	1	195
BnaA10LNG0002500	 761	BnaA10g09070D	 348	-186.38	 -0.6609	1	305	44	348
BnaA10LNG0002600	 365	BnaA10g09150D	 216	-8.04	 -0.3092	1	56	161	216
BnaA10LNG0002900	 234	BnaA10g12960D	 933	-2.96	 -0.1644	200	234	1	35
BnaA10LNG0002900	 234	BnaA10g13010D	 1248	-3.82	 -0.2122	1	81	1168	1248
BnaA10LNG0002900	 234	BnaA10g13020D	 168	-5.86	 -0.1085	1	72	97	168
BnaA10LNG0003300	 1713	BnaA10g19950D	 411	-204.09	 -2.2184	1408	1713	1	306
BnaA10LNG0003400	 1500	BnaA10g20510D	 102	-11.11	 -0.1134	152	253	1	102
BnaA10LNG0004000	 654	BnaA10g27300D	 105	-4.27	 -0.2033	131	235	1	105
BnaA10LNG0004000	 654	BnaA10g27420D	 519	-7.62	 -0.1621	590	654	1	65
BnaAnnLNG0000200	 228	BnaAnng01480D	 576	-6.42	 -0.1529	1	93	484	576
BnaAnnLNG0000200	 228	BnaAnng01490D	 927	-7.31	 -0.1108	1	73	855	927
BnaAnnLNG0000200	 228	BnaAnng01540D	 402	-9.56	 -0.1427	1	96	307	402
BnaAnnLNG0000200	 228	BnaAnng01610D	 831	-10.02	 -0.1253	1	91	741	831
BnaAnnLNG0000200	 228	BnaAnng01640D	 441	-7.60	 -0.1086	1	96	346	441
BnaAnnLNG0000200	 228	BnaAnng01680D	 852	-9.20	 -0.1278	1	88	765	852
BnaAnnLNG0000200	 228	BnaAnng01710D	 594	-6.57	 -0.1077	1	95	500	594
BnaAnnLNG0000200	 228	BnaAnng01720D	 759	-6.82	 -0.1003	1	119	641	759
BnaAnnLNG0000300	 739	BnaAnng04250D	 168	-13.90	 -0.1103	254	421	1	168
BnaAnnLNG0001000	 413	BnaAnng09750D	 1317	-11.04	 -0.1555	1	117	1201	1317
BnaAnnLNG0001300	 6912	BnaAnng12410D	 99	-11.16	 -0.1958	5837	5935	1	99
BnaAnnLNG0001400	 772	BnaAnng12410D	 99	-9.37	 -0.1129	25	123	1	99
BnaAnnLNG0001500	 1323	BnaAnng12760D	 75	-6.18	 -0.1236	648	722	1	75
BnaAnnLNG0001500	 1323	BnaAnng12850D	 90	-10.42	 -0.1708	856	945	1	90
BnaAnnLNG0001600	 1103	BnaAnng14320D	 366	-343.07	 -0.9451	164	529	1	366
BnaAnnLNG0001600	 1103	BnaAnng14380D	 75	-8.72	 -0.1282	31	105	1	75
BnaAnnLNG0001700	 983	BnaAnng14380D	 75	-9.95	 -0.1716	223	297	1	75
BnaAnnLNG0002200	 8709	BnaAnng18950D	 141	-21.59	 -0.1700	7619	7759	1	141
BnaAnnLNG0002500	 297	BnaAnng25250D	 1710	-6.43	 -0.1286	179	297	1	119
BnaAnnLNG0002500	 297	BnaAnng25270D	 66	-5.87	 -0.2024	4	69	1	66
BnaAnnLNG0003200	 2289	BnaAnng30350D	 75	-11.55	 -0.1805	1936	2010	1	75
BnaAnnLNG0003700	 3389	BnaAnng33360D	 78	-9.09	 -0.1280	1247	1324	1	78
BnaAnnLNG0003900	 1517	BnaAnng34310D	 207	-14.72	 -0.1159	545	751	1	207
BnaAnnLNG0004000	 235	BnaAnng34910D	 600	-5.45	 -1.8167	1	13	588	600
BnaAnnLNG0004400	 2588	BnaAnng36520D	 144	-13.86	 -0.1074	196	339	1	144
BnaAnnLNG0004500	 910	BnaAnng36520D	 144	-12.96	 -0.1271	633	776	1	144
BnaAnnLNG0005100	 285	BnaAnng38320D	 777	-8.22	 -0.1348	215	285	1	71
BnaAnnLNG0005200	 310	BnaAnng38650D	 201	-11.05	 -0.1727	212	310	1	99
BnaAnnLNG0005400	 565	BnaAnng39430D	 90	-6.02	 -0.1038	135	224	1	90
BnaAnnLNG0005500	 516	BnaAnng40290D	 489	-21.35	 -0.1022	1	221	269	489
BnaAnnLNG0005800	 573	BnaAnng41410D	 636	-15.60	 -0.1076	1	172	465	636
BnaC01LNG0000200	 549	BnaC01g01260D	 414	-12.75	 -0.1062	399	549	1	151
BnaC01LNG0000300	 2342	BnaC01g02030D	 84	-9.02	 -0.1388	945	1028	1	84
BnaC01LNG0000600	 918	BnaC01g06160D	 753	-554.03	 -2.5889	1	728	26	753
BnaC01LNG0000600	 918	BnaC01g06330D	 129	-11.66	 -0.1060	605	733	1	129
BnaC01LNG0000700	 376	BnaC01g06590D	 45	-4.37	 -0.2428	246	290	1	45
BnaC01LNG0000700	 376	BnaC01g06670D	 273	-13.75	 -0.1100	240	376	1	137
BnaC01LNG0000700	 376	BnaC01g06680D	 57	-4.33	 -0.1353	1	51	7	57
BnaC01LNG0000700	 376	BnaC01g06710D	 927	-13.47	 -0.3133	301	376	1	76
BnaC01LNG0000700	 376	BnaC01g06730D	 501	-13.25	 -0.1035	205	376	1	172
BnaC01LNG0000900	 1181	BnaC01g08560D	 204	-25.72	 -0.1738	480	683	1	204
BnaC01LNG0000900	 1181	BnaC01g08680D	 249	-24.42	 -0.1018	563	811	1	249
BnaC01LNG0000900	 1181	BnaC01g08690D	 129	-13.49	 -0.1143	580	708	1	129
BnaC01LNG0001500	 881	BnaC01g12680D	 210	-12.45	 -0.1448	1	119	92	210
BnaC01LNG0001600	 1620	BnaC01g14140D	 81	-6.65	 -0.1511	273	353	1	81
BnaC01LNG0001700	 5668	BnaC01g14550D	 132	-12.06	 -0.1138	266	397	1	132
BnaC01LNG0001700	 5668	BnaC01g14560D	 123	-11.76	 -0.1400	3736	3858	1	123
BnaC01LNG0001900	 1164	BnaC01g15140D	 291	-24.62	 -0.1039	743	1033	1	291
BnaC01LNG0002000	 213	BnaC01g15170D	 579	-14.47	 -0.1929	1	93	487	579
BnaC01LNG0002000	 213	BnaC01g15200D	 564	-11.95	 -0.1328	77	213	1	137
BnaC01LNG0002100	 691	BnaC01g15400D	 177	-17.44	 -0.1211	78	254	1	177
BnaC01LNG0002200	 726	BnaC01g15400D	 177	-18.21	 -0.1153	4	180	1	177
BnaC01LNG0002300	 2663	BnaC01g15580D	 87	-9.42	 -0.1449	2469	2555	1	87
BnaC01LNG0002300	 2663	BnaC01g15600D	 165	-14.96	 -0.1032	1165	1329	1	165
BnaC01LNG0002400	 1863	BnaC01g15620D	 354	-23.59	 -0.1456	1677	1863	1	187
BnaC01LNG0002600	 2727	BnaC01g16130D	 57	-9.36	 -0.2283	2590	2646	1	57
BnaC01LNG0003000	 1351	BnaC01g18160D	 150	-15.85	 -0.1219	731	880	1	150
BnaC01LNG0003100	 643	BnaC01g19820D	 63	-8.57	 -0.1948	183	245	1	63
BnaC01LNG0003200	 411	BnaC01g19870D	 402	-17.79	 -0.1186	1	225	178	402
BnaC01LNG0003200	 411	BnaC01g19890D	 162	-9.08	 -0.1056	1	114	49	162
BnaC01LNG0003300	 1569	BnaC01g21320D	 153	-16.90	 -0.1216	1380	1532	1	153
BnaC01LNG0003400	 1018	BnaC01g22070D	 69	-12.37	 -0.2170	323	391	1	69
BnaC01LNG0003400	 1018	BnaC01g22140D	 267	-18.19	 -0.1011	778	1018	1	241
BnaC01LNG0004000	 389	BnaC01g24760D	 93	-12.25	 -0.1633	4	96	1	93
BnaC01LNG0004000	 389	BnaC01g24780D	 246	-16.08	 -0.1675	1	117	130	246
BnaC01LNG0004200	 202	BnaC01g25360D	 318	-20.64	 -0.1243	1	202	76	277
BnaC01LNG0004200	 202	BnaC01g25370D	 429	-19.52	 -0.1044	1	202	131	332
BnaC01LNG0004200	 202	BnaC01g25380D	 1713	-24.78	 -0.1511	1	202	1426	1627
BnaC01LNG0004200	 202	BnaC01g25390D	 321	-16.75	 -0.1081	1	202	86	287
BnaC01LNG0004700	 273	BnaC01g25560D	 228	-6.32	 -0.1071	1	86	143	228
BnaC01LNG0005100	 2320	BnaC01g26210D	 273	-21.06	 -0.1064	2082	2320	1	239
BnaC01LNG0005600	 3704	BnaC01g27590D	 216	-18.96	 -0.1014	1870	2085	1	216
BnaC01LNG0005600	 3704	BnaC01g27650D	 63	-11.44	 -0.1939	2936	2998	1	63
BnaC01LNG0005900	 320	BnaC01g28700D	 1851	-7.70	 -0.1925	279	320	1	42
BnaC01LNG0005900	 320	BnaC01g28730D	 369	-7.54	 -0.1142	225	320	1	96
BnaC01LNG0006000	 315	BnaC01g28800D	 336	-6.15	 -0.1430	1	46	291	336
BnaC01LNG0006200	 1248	BnaC01g29420D	 807	-20.46	 -0.1421	1098	1248	1	151
BnaC01LNG0006400	 413	BnaC01g31530D	 90	-5.15	 -0.1471	1	55	36	90
BnaC01LNG0006400	 413	BnaC01g31560D	 183	-8.07	 -0.1467	1	93	91	183
BnaC01LNG0006600	 1644	BnaC01g31900D	 90	-11.55	 -0.2179	527	616	1	90
BnaC01LNG0007300	 708	BnaC01g36850D	 156	-12.51	 -0.1472	353	508	1	156
BnaC01LNG0007500	 391	BnaC01g41450D	 411	-23.54	 -0.1338	1	198	214	411
BnaC01LNG0007600	 1171	BnaC01g42680D	 42	-4.62	 -2.3100	54	95	1	42
BnaC01LNG0007800	 2135	BnaC01g42940D	 51	-9.83	 -0.2657	1871	1921	1	51
BnaC01LNG0008000	 393	BnaC01g43080D	 75	-7.39	 -0.1120	5	79	1	75
BnaC01LNG0008100	 368	BnaC01g43080D	 75	-9.36	 -0.1560	130	204	1	75
BnaC01LNG0008900	 1883	BnaC01g44690D	 87	-10.26	 -0.1466	37	123	1	87
BnaC01LNG0009000	 1480	BnaC01g44690D	 87	-8.35	 -0.1031	806	892	1	87
BnaC02LNG0000100	 868	BnaC02g00630D	 63	-6.51	 -0.1415	517	579	1	63
BnaC02LNG0000100	 868	BnaC02g00790D	 213	-9.13	 -0.1323	1	114	100	213
BnaC02LNG0000200	 510	BnaC02g01290D	 408	-7.66	 -0.1824	461	510	1	50
BnaC02LNG0000200	 510	BnaC02g01330D	 165	-11.55	 -0.1031	377	510	1	134
BnaC02LNG0000200	 510	BnaC02g01340D	 327	-11.26	 -0.3753	1	58	270	327
BnaC02LNG0000200	 510	BnaC02g01490D	 2787	-11.49	 -0.1401	421	510	1	90
BnaC02LNG0000300	 710	BnaC02g02380D	 117	-12.70	 -0.1245	149	265	1	117
BnaC02LNG0000600	 4328	BnaC02g08870D	 1905	-5.44	 -0.1648	4219	4328	1	110
BnaC02LNG0000700	 442	BnaC02g09560D	 150	-10.84	 -0.1218	138	287	1	150
BnaC02LNG0000800	 1466	BnaC02g09950D	 111	-10.59	 -0.1038	412	522	1	111
BnaC02LNG0001100	 750	BnaC02g10580D	 102	-9.65	 -0.1440	149	250	1	102
BnaC02LNG0001200	 354	BnaC02g11370D	 816	-7.67	 -0.2018	1	55	762	816
BnaC02LNG0001400	 633	BnaC02g12470D	 294	-7.90	 -0.1927	1	84	211	294
BnaC02LNG0002000	 3681	BnaC02g14450D	 192	-17.82	 -0.1024	1936	2127	1	192
BnaC02LNG0002000	 3681	BnaC02g14470D	 57	-11.02	 -0.3149	2296	2352	1	57
BnaC02LNG0002300	 431	BnaC02g16360D	 1620	-13.77	 -0.1434	1	137	1484	1620
BnaC02LNG0002300	 431	BnaC02g16380D	 1110	-12.96	 -0.1641	1	108	1003	1110
BnaC02LNG0002300	 431	BnaC02g16410D	 774	-16.14	 -0.1481	1	166	609	774
BnaC02LNG0002300	 431	BnaC02g16440D	 63	-7.41	 -0.2850	15	77	1	63
BnaC02LNG0002400	 1506	BnaC02g16990D	 126	-11.85	 -0.1097	1092	1217	1	126
BnaC02LNG0002600	 664	BnaC02g17600D	 171	-11.92	 -0.1135	64	234	1	171
BnaC02LNG0002600	 664	BnaC02g17630D	 75	-8.03	 -0.1784	532	606	1	75
BnaC02LNG0002700	 579	BnaC02g17630D	 75	-6.47	 -0.1244	115	189	1	75
