GeneID	Chromosome	Start	Stop	Strand	Description
BnaA09g17190D	chrA09	10386325	10387569	+	putative F-box/kelch-repeat protein At4g39756
BnaA09g18350D	chrA09	11428427	11428768	-	cysteine proteinase inhibitor 5-like
BnaA09g18400D	chrA09	11446337	11447022	+	nuclear transcription factor Y subunit B-2-like
BnaA09g18480D	chrA09	11473400	11473582	-	--
BnaA09g18490D	chrA09	11483670	11484209	+	E3 ubiquitin-protein ligase RHA2B
BnaA09g18540D	chrA09	11502847	11503493	-	uncharacterized protein BNAA09G18540D
BnaA09g18910D	chrA09	11842073	11842470	-	--
BnaA09g20520D	chrA09	13408535	13408947	-	"malonyl-CoA decarboxylase
BnaA09g20590D	chrA09	13423686	13424064	-	--
BnaA09g21020D	chrA09	13768806	13769176	-	--
BnaA09g21140D	chrA09	13854110	13854393	+	--
BnaA09g22220D	chrA09	14778604	14778831	-	--
BnaA09g23570D	chrA09	16206148	16206465	-	--
BnaA09g23610D	chrA09	16237095	16238506	+	uncharacterized protein BNAA09G23610D
BnaA09g23950D	chrA09	16619823	16619927	-	--
BnaA09g24120D	chrA09	16822168	16824457	+	"beta-1
BnaA09g24130D	chrA09	16824687	16824932	-	uncharacterized protein LOC106402907
BnaA09g25960D	chrA09	19118318	19119529	+	V-type proton ATPase subunit E2
BnaA09g26380D	chrA09	19535019	19535846	-	uncharacterized protein LOC106362439
BnaA09g27590D	chrA09	20715466	20715510	-	--
BnaA09g29280D	chrA09	21921992	21922195	-	E3 ubiquitin-protein ligase SIRP1-like
BnaA09g30690D	chrA09	22850424	22850537	+	UDP-glycosyltransferase 85A2 isoform X1
BnaA09g32930D	chrA09	24356585	24356745	-	--
BnaA09g33000D	chrA09	24396325	24396615	-	uncharacterized protein BNAC08G23800D
BnaA09g33050D	chrA09	24412872	24414986	+	uncharacterized protein BNAA09G33050D
BnaA09g33140D	chrA09	24464182	24465719	-	cytochrome b-c1 complex subunit 9-like
BnaA09g33420D	chrA09	24639597	24639856	+	"carotene epsilon-monooxygenase
BnaA09g35090D	chrA09	25612836	25613350	+	--
BnaA09g35170D	chrA09	25652267	25652533	+	uncharacterized protein BNAUNNG03200D
BnaA09g37120D	chrA09	26759164	26759271	+	--
BnaA09g37150D	chrA09	26767246	26768280	+	--
BnaA09g38140D	chrA09	27318092	27320341	+	guanosine nucleotide diphosphate dissociation inhibitor 2-like
BnaA09g38220D	chrA09	27348641	27351786	+	methylenetetrahydrofolate reductase 1
BnaA09g39500D	chrA09	28015923	28016255	+	uncharacterized protein BNAA09G39500D
BnaA09g39550D	chrA09	28046919	28047733	-	uncharacterized protein LOC106368495
BnaA09g42600D	chrA09	29659343	29659423	-	--
BnaA09g43310D	chrA09	30037695	30037730	+	--
BnaA09g44090D	chrA09	30338603	30339677	+	--
BnaA09g44580D	chrA09	30622713	30622820	-	--
BnaA09g45760D	chrA09	31229574	31230481	+	casparian strip membrane protein 6
BnaA09g45860D	chrA09	31256552	31257010	+	uncharacterized protein LOC106369126
BnaA09g46800D	chrA09	31686778	31688352	+	putative F-box protein At1g12855
BnaA09g46920D	chrA09	31728305	31728632	+	"pentatricopeptide repeat-containing protein At1g12300
BnaA09g46930D	chrA09	31728707	31728840	+	--
BnaA09g46940D	chrA09	31728897	31729135	+	--
BnaA09g47710D	chrA09	32119765	32119894	-	--
BnaA09g49570D	chrA09	32951289	32951333	+	--
BnaA09g49580D	chrA09	32952016	32952199	-	--
BnaA09g49630D	chrA09	32979554	32980288	-	--
BnaA09g51360D	chrA09	33760717	33763055	+	uncharacterized protein BNAA09G51360D isoform X1
BnaA09g51380D	chrA09	33768452	33768732	+	--
BnaA09g53690D	chrA09_random	1477115	1477239	+	--
BnaA10g00020D	chrA10	26318	26980	-	"cytochrome c oxidase-assembly factor COX23
BnaA10g00080D	chrA10	40132	40639	+	--
BnaA10g00900D	chrA10	458484	458738	-	--
BnaA10g02700D	chrA10	1416380	1417350	+	uncharacterized protein BNAA10G02700D
BnaA10g02840D	chrA10	1474445	1474657	-	--
BnaA10g04410D	chrA10	2314468	2314635	+	uncharacterized protein LOC106350570
BnaA10g05690D	chrA10	3751252	3751308	+	--
BnaA10g07080D	chrA10	5528559	5528972	+	G-type lectin S-receptor-like serine/threonine-protein kinase At1g11330 isoform X1
BnaA10g07690D	chrA10	6165681	6165866	+	MADS-box protein AGL72-like isoform X4
BnaA10g08250D	chrA10	7067289	7067631	-	--
BnaA10g08270D	chrA10	7078764	7079438	-	uncharacterized protein LOC111201299 isoform X2
BnaA10g09060D	chrA10	7994774	7995121	+	--
BnaA10g12820D	chrA10	10451667	10452926	-	40S ribosomal protein S15a
BnaA10g18800D	chrA10	13522106	13522849	-	uncharacterized protein LOC106424688
BnaA10g18840D	chrA10	13552749	13553626	-	--
BnaA10g28910D	chrA10_random	1413066	1413911	+	NDR1/HIN1-like protein 10
BnaA10g28930D	chrA10_random	1460925	1461256	-	--
BnaA10g30220D	chrA10_random	2113289	2113432	-	--
BnaAnng01260D	chrAnn_random	774967	776336	-	phenylalanine N-monooxygenase-like isoform X2
BnaAnng01270D	chrAnn_random	783723	787970	-	phenylalanine N-monooxygenase-like isoform X2
BnaAnng01360D	chrAnn_random	818560	818799	+	non-classical arabinogalactan protein 30-like
BnaAnng01390D	chrAnn_random	836165	842875	+	uncharacterized protein BNAANNG01390D isoform X2
BnaAnng01450D	chrAnn_random	864669	864922	+	--
BnaAnng01470D	chrAnn_random	865411	865828	+	--
BnaAnng06070D	chrAnn_random	6156958	6157260	-	uncharacterized protein At5g08430-like
BnaAnng07510D	chrAnn_random	7320082	7320408	+	protein YIPF5 homolog
BnaAnng08640D	chrAnn_random	9114069	9114222	-	--
BnaAnng08740D	chrAnn_random	9157662	9159546	+	uncharacterized protein BNAANNG08740D
BnaAnng11190D	chrAnn_random	12196793	12197135	+	--
BnaAnng11200D	chrAnn_random	12197220	12197354	+	--
BnaAnng16040D	chrAnn_random	17033680	17033889	+	uncharacterized protein LOC106400254
BnaAnng18680D	chrAnn_random	19935340	19937158	-	CLAVATA3/ESR (CLE)-related protein 25
BnaAnng25170D	chrAnn_random	29213274	29213634	-	uncharacterized protein LOC106408627
BnaAnng25180D	chrAnn_random	29215636	29217741	+	"2-Cys peroxiredoxin BAS1-like
BnaAnng28720D	chrAnn_random	32904174	32904934	+	--
BnaAnng30280D	chrAnn_random	34542357	34542584	-	ER membrane protein complex subunit 3
BnaAnng30580D	chrAnn_random	34940984	34941190	+	--
BnaAnng34900D	chrAnn_random	39722277	39722956	+	--
BnaAnng38120D	chrAnn_random	43193436	43193741	+	cytochrome P450 86A1
BnaAnng38150D	chrAnn_random	43203758	43204929	+	uncharacterized protein At5g65660
BnaAnng38170D	chrAnn_random	43245311	43245742	+	60S ribosomal protein L23
BnaAnng38180D	chrAnn_random	43252319	43252522	-	--
BnaAnng38190D	chrAnn_random	43252580	43252807	-	syntaxin-112
BnaAnng39320D	chrAnn_random	44759021	44760506	+	protein SULFUR DEFICIENCY-INDUCED 1
BnaAnng40750D	chrAnn_random	46691776	46692076	-	--
BnaAnng41860D	chrAnn_random	48447069	48447247	-	--
BnaAnng41950D	chrAnn_random	48519738	48519830	+	--
BnaC01g00850D	chrC01	355724	356759	-	--
BnaC01g01190D	chrC01	518782	519598	+	"cytochrome c oxidase subunit 6a
BnaC01g01910D	chrC01	974779	975884	-	methylesterase 9-like
BnaC01g02030D	chrC01	1037143	1037570	-	--
BnaC01g02820D	chrC01	1494574	1494706	-	--
BnaC01g08390D	chrC01	4588281	4588467	+	--
BnaC01g09130D	chrC01	5202888	5203463	-	F-box/kelch-repeat protein At5g39560-like
BnaC01g09140D	chrC01	5219404	5219580	-	F-box/kelch-repeat protein At5g39560-like
BnaC01g10690D	chrC01	6435107	6435456	+	--
BnaC01g12490D	chrC01	7987919	7989013	+	uncharacterized protein BNAC01G12490D
BnaC01g14470D	chrC01	9700823	9711010	-	"separase-like
BnaC01g14480D	chrC01	9712482	9714120	-	putative cysteine-rich repeat secretory protein 37
BnaC01g14490D	chrC01	9716986	9717135	+	uncharacterized protein LOC106379441
BnaC01g14500D	chrC01	9725058	9725225	-	--
BnaC01g14510D	chrC01	9728615	9728770	-	putative cysteine-rich repeat secretory protein 35 isoform X1
BnaC01g14530D	chrC01	9732552	9734288	-	putative cysteine-rich repeat secretory protein 37
BnaC01g14550D	chrC01	9754718	9754849	-	coatomer subunit alpha-2-like
BnaC01g14560D	chrC01	9760860	9760982	-	--
BnaC01g15020D	chrC01	10181286	10182307	+	pectinesterase/pectinesterase inhibitor 18-like
BnaC01g15040D	chrC01	10207184	10210743	+	uncharacterized protein LOC106441366
BnaC01g15070D	chrC01	10228751	10229995	-	protein SGT1 homolog A-like
BnaC01g15110D	chrC01	10274953	10275174	+	uncharacterized protein LOC111206258
BnaC01g15130D	chrC01	10306024	10306247	+	probable polygalacturonase
BnaC01g15220D	chrC01	10405272	10406673	+	protein PHLOEM PROTEIN 2-LIKE A5-like
BnaC01g15230D	chrC01	10408384	10409922	+	protein PHLOEM PROTEIN 2-LIKE A8-like
BnaC01g15330D	chrC01	10495087	10496712	-	protein PHLOEM PROTEIN 2-LIKE A8-like isoform X3
BnaC01g15400D	chrC01	10544388	10544564	+	--
BnaC01g15580D	chrC01	10679931	10680017	-	uncharacterized protein LOC106416889
BnaC01g15590D	chrC01	10680085	10680556	-	--
BnaC01g15600D	chrC01	10680776	10681716	-	--
BnaC01g16800D	chrC01	11478638	11478808	+	--
BnaC01g17350D	chrC01	11891535	11891615	-	--
BnaC01g19680D	chrC01	13693104	13693862	-	--
BnaC01g19730D	chrC01	13718011	13718437	+	uncharacterized protein LOC111215091
BnaC01g19780D	chrC01	13748691	13748882	-	RGG repeats nuclear RNA binding protein A-like
BnaC01g19810D	chrC01	13775578	13775932	-	--
BnaC01g19820D	chrC01	13795539	13795659	+	--
BnaC01g19860D	chrC01	13805776	13806925	-	uncharacterized protein LOC106392005
BnaC01g21130D	chrC01	14781784	14782844	+	--
BnaC01g21200D	chrC01	14822348	14822479	+	--
BnaC01g22890D	chrC01	16447311	16448343	+	EPIDERMAL PATTERNING FACTOR-like protein 4
BnaC01g23930D	chrC01	18133458	18137313	+	histone deacetylase HDT1
BnaC01g24210D	chrC01	18880630	18880893	+	--
BnaC01g24220D	chrC01	18882752	18883032	+	--
BnaC01g24240D	chrC01	18898387	18900159	+	uncharacterized protein LOC106407612
BnaC01g25320D	chrC01	20824307	20825617	+	uncharacterized protein LOC106414275
BnaC01g25330D	chrC01	20825982	20828116	+	uncharacterized protein LOC106414275
BnaC01g25340D	chrC01	20831386	20833963	-	E3 ubiquitin-protein ligase SIS3
BnaC01g25350D	chrC01	20838456	20838689	-	--
BnaC01g25450D	chrC01	21121832	21121951	-	uncharacterized protein LOC111210366
BnaC01g25500D	chrC01	21282321	21282494	+	uncharacterized protein LOC106374687
BnaC01g25870D	chrC01	22194894	22195046	-	ferric reduction oxidase 5-like
BnaC01g26270D	chrC01	23062615	23062779	+	--
BnaC01g26280D	chrC01	23066661	23066771	+	--
BnaC01g26560D	chrC01	23549590	23549649	+	--
BnaC01g28670D	chrC01	26649991	26650173	-	probable BOI-related E3 ubiquitin-protein ligase 3
BnaC01g30690D	chrC01	29159194	29159612	-	"light-harvesting complex-like protein 3 isotype 2
BnaC01g30750D	chrC01	29225673	29226558	-	transcription factor ICE1-like
BnaC01g31480D	chrC01	30313303	30313461	+	--
BnaC01g32950D	chrC01	32176404	32177394	-	--
BnaC01g41340D	chrC01_random	488376	488806	-	uncharacterized protein LOC106364049
BnaC01g41390D	chrC01_random	546257	553095	-	cysteine-rich receptor-like protein kinase 11 isoform X1
BnaC01g42550D	chrC01_random	1713695	1713733	-	--
BnaC01g42680D	chrC01_random	1862006	1862047	+	--
BnaC01g42940D	chrC01_random	2261005	2261254	+	--
BnaC01g43260D	chrC01_random	2781887	2782129	-	--
BnaC01g43850D	chrC01_random	3484565	3486958	-	"RNA pseudouridine synthase 4
BnaC01g44420D	chrC01_random	3997854	3998273	-	two-on-two hemoglobin-3-like
BnaC01g44470D	chrC01_random	4031464	4031827	-	--
BnaC02g00580D	chrC02	238475	243164	-	uncharacterized protein LOC106406372
BnaC02g01220D	chrC02	506139	506207	+	--
BnaC02g02130D	chrC02	955335	956180	-	--
BnaC02g08520D	chrC02	4754748	4757138	-	basic 7S globulin 2-like
BnaC02g08570D	chrC02	4786711	4786900	+	disease resistance protein TAO1-like
BnaC02g08610D	chrC02	4794347	4796442	+	"DEAD-box ATP-dependent RNA helicase 58
BnaC02g09950D	chrC02	5606976	5607086	-	--
BnaC02g10320D	chrC02	5882514	5882625	-	--
BnaC02g11130D	chrC02	6427112	6427369	-	uncharacterized protein LOC111202863
BnaC02g11160D	chrC02	6437590	6438396	-	uncharacterized protein BNAC02G11160D isoform X1
BnaC02g11180D	chrC02	6440742	6441239	-	uncharacterized protein BNAC02G11180D
BnaC02g11730D	chrC02	6958422	6958705	-	--
BnaC02g14360D	chrC02	9789256	9789330	-	--
BnaC02g14390D	chrC02	9803635	9803697	+	--
BnaC02g16240D	chrC02	11864920	11867943	+	protein root UVB sensitive 6 isoform X2
BnaC02g16280D	chrC02	11896146	11896356	-	"tocopherol O-methyltransferase
BnaC02g16290D	chrC02	11899222	11900427	-	protein CDI
BnaC02g16300D	chrC02	11903702	11907734	-	GPCR-type G protein 1
BnaC02g16990D	chrC02	12370294	12370419	+	organic cation/carnitine transporter 6-like
BnaC02g17510D	chrC02	13106049	13107072	-	uncharacterized protein LOC106404526
BnaC02g18550D	chrC02	14697358	14697654	+	--
BnaC02g19480D	chrC02	15857385	15857837	+	HVA22-like protein c
BnaC02g19730D	chrC02	16086097	16086597	-	--
BnaC02g21730D	chrC02	18672112	18674273	-	--
BnaC02g21790D	chrC02	18692935	18693659	+	--
BnaC02g23260D	chrC02	20269717	20271733	-	probable DNA replication complex GINS protein PSF1
BnaC02g23290D	chrC02	20281012	20282133	-	uncharacterized protein LOC106398627
BnaC02g23340D	chrC02	20300712	20306703	-	GDSL esterase/lipase EXL6-like
BnaC02g23370D	chrC02	20316323	20316979	+	vacuolar protein sorting-associated protein 35B
BnaC02g23400D	chrC02	20342089	20342754	-	defensin-like protein 1
BnaC02g23490D	chrC02	20452940	20453190	+	--
BnaC02g23830D	chrC02	20930856	20931017	+	uncharacterized protein LOC106378199
BnaC02g24110D	chrC02	21350445	21352861	-	uncharacterized protein LOC111211496
BnaC02g24250D	chrC02	21525130	21525430	+	--
BnaC02g24290D	chrC02	21554431	21554762	+	probable serine/threonine-protein kinase PBL1 isoform X2
BnaC02g24300D	chrC02	21555421	21556615	-	--
BnaC02g24320D	chrC02	21577077	21577354	+	--
BnaC02g24330D	chrC02	21593396	21593464	-	--
BnaC02g24350D	chrC02	21594184	21594225	-	--
BnaC02g25000D	chrC02	22367425	22368741	-	--
BnaC02g25580D	chrC02	22934107	22934398	-	--
BnaC02g25590D	chrC02	22934499	22934643	-	--
BnaC02g26840D	chrC02	24658872	24659057	-	--
BnaC02g27410D	chrC02	25305928	25306201	-	--
BnaC02g27600D	chrC02	25554066	25555357	+	--
BnaC02g30270D	chrC02	32047332	32049233	-	probable inorganic phosphate transporter 1-3
BnaC02g36950D	chrC02	39912094	39912426	+	protein RALF-like 27
BnaC02g40940D	chrC02	43930497	43930655	-	--
BnaC02g43820D	chrC02	45960236	45960561	-	--
BnaC02g43870D	chrC02	45989110	45989268	+	--
BnaC02g45150D	chrC02_random	900275	901537	-	chaperone protein dnaJ 16-like
BnaC02g45260D	chrC02_random	1006013	1006201	-	glutathione S-transferase U28
BnaC02g45860D	chrC02_random	1644886	1645089	+	--
BnaC02g45980D	chrC02_random	1792839	1793295	+	--
BnaC02g46310D	chrC02_random	2139604	2139753	+	protein phosphatase 2C 16-like
BnaC02g46340D	chrC02_random	2174446	2174556	+	--
BnaC02g47240D	chrC02_random	2984437	2984619	+	aquaporin PIP1-2 isoform X1
BnaC02g47310D	chrC02_random	3068159	3070117	+	auxin-responsive protein IAA9-like isoform X2
BnaC02g48220D	chrC02_random	4422277	4422454	+	--
BnaC03g02790D	chrC03	1378176	1378253	-	--
BnaC03g02820D	chrC03	1381507	1381563	+	--
BnaC03g03130D	chrC03	1509699	1511198	+	uncharacterized protein LOC111202591
BnaC03g03160D	chrC03	1523779	1524775	+	--
BnaC03g15120D	chrC03	7484314	7484670	-	arabinogalactan peptide 22
BnaC03g15320D	chrC03	7623704	7623862	+	--
BnaC03g15330D	chrC03	7635802	7636172	+	--
BnaC03g15340D	chrC03	7636253	7636324	+	--
BnaC03g18180D	chrC03	9309602	9309668	-	--
BnaC03g18370D	chrC03	9419760	9419852	-	--
BnaC03g18380D	chrC03	9431642	9431872	+	protein RALF-like 17
BnaC03g18760D	chrC03	9616683	9617824	+	B3 domain-containing protein At2g33720-like
BnaC03g19170D	chrC03	9942224	9942387	+	--
BnaC03g20370D	chrC03	10774217	10774419	-	cysteine-rich receptor-like protein kinase 36
BnaC03g20380D	chrC03	10774534	10774688	-	--
BnaC03g20430D	chrC03	10822884	10823045	-	uncharacterized protein BNAA03G16910D
BnaC03g20550D	chrC03	10900413	10900722	-	aquaporin PIP2-2-like
BnaC03g20670D	chrC03	10974280	10975188	-	"myosin heavy chain
BnaC03g22350D	chrC03	12273855	12273998	+	uncharacterized protein LOC106363719
BnaC03g22800D	chrC03	12622278	12622752	+	pentatricopeptide repeat-containing protein At2g40720-like
BnaC03g23130D	chrC03	12822612	12823525	+	calmodulin-7
BnaC03g23230D	chrC03	12893675	12893962	-	--
BnaC03g23320D	chrC03	12980880	12982916	+	AUGMIN subunit 1
BnaC03g23760D	chrC03	13253155	13253373	+	--
BnaC03g24030D	chrC03	13450051	13451134	+	protein CMSS1
BnaC03g26440D	chrC03	15018184	15018360	-	--
BnaC03g27140D	chrC03	15656751	15658327	+	tetraspanin-8
BnaC03g27980D	chrC03	16341412	16341704	-	--
BnaC03g29570D	chrC03	17701135	17701309	+	--
BnaC03g29650D	chrC03	17810815	17811548	-	uncharacterized protein LOC106381593
BnaC03g31030D	chrC03	18963274	18963538	-	--
BnaC03g31180D	chrC03	19091901	19092343	-	uncharacterized protein LOC106384158
BnaC03g31290D	chrC03	19163336	19163698	-	receptor-like kinase TMK2
BnaC03g31300D	chrC03	19163783	19163818	-	--
BnaC03g31310D	chrC03	19163926	19165408	-	--
BnaC03g36770D	chrC03	22215776	22216414	-	uncharacterized protein LOC106444649
BnaC03g39140D	chrC03	24125183	24125495	+	--
BnaC03g39300D	chrC03	24285639	24287417	-	uncharacterized protein BNAC03G39300D isoform X1
BnaC03g39310D	chrC03	24287934	24289474	+	"palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase
BnaC03g39400D	chrC03	24340645	24340698	-	--
BnaC03g39410D	chrC03	24349725	24351055	-	nuclear pore complex protein NUP50B-like
BnaC03g40230D	chrC03	25201294	25201553	-	--
BnaC03g40260D	chrC03	25221309	25221634	-	--
BnaC03g40390D	chrC03	25299831	25300803	-	phosphopantothenoylcysteine decarboxylase
BnaC03g42860D	chrC03	27588355	27588480	-	cyclin-dependent kinase B2-2
BnaC03g43310D	chrC03	28212943	28213970	+	probable sugar phosphate/phosphate translocator At3g11320
BnaC03g43330D	chrC03	28225523	28225882	-	uncharacterized protein LOC106386041
BnaC03g43620D	chrC03	28714032	28714433	+	--
BnaC03g43840D	chrC03	28950700	28950789	+	--
BnaC03g43850D	chrC03	28950916	28951059	+	putative defensin-like protein 257
BnaC03g45790D	chrC03	30796470	30798635	-	--
BnaC03g45920D	chrC03	30944643	30944840	+	uncharacterized protein LOC106444255
BnaC03g47100D	chrC03	32096446	32098866	+	"glucan endo-1
BnaC03g47130D	chrC03	32107109	32108310	+	DNA polymerase epsilon subunit 3
BnaC03g48130D	chrC03	33089941	33090387	-	uncharacterized protein LOC106351971
BnaC03g48690D	chrC03	33552918	33553047	-	--
BnaC03g48740D	chrC03	33590126	33590281	-	--
BnaC03g49050D	chrC03	33904011	33905004	-	--
BnaC03g50770D	chrC03	35212270	35212479	-	uncharacterized protein LOC106347924
BnaC03g50780D	chrC03	35222326	35222535	-	uncharacterized protein LOC106347924
BnaC03g51890D	chrC03	36653909	36654040	-	uncharacterized protein LOC106418824
BnaC03g54130D	chrC03	41174620	41175130	-	--
BnaC03g54350D	chrC03	41980349	41980594	+	--
BnaC03g54370D	chrC03	42003329	42003445	+	--
BnaC03g58580D	chrC03	47847078	47847307	+	--
BnaC03g59810D	chrC03	49062103	49062285	-	uncharacterized protein BNAC03G59810D
BnaC03g61290D	chrC03	50350453	50350567	+	--
BnaC03g61320D	chrC03	50362409	50362603	-	--
BnaC03g61360D	chrC03	50390407	50390583	+	--
BnaC03g62590D	chrC03	51698092	51698154	+	--
BnaC03g63570D	chrC03	53042097	53042514	-	--
BnaC03g63660D	chrC03	53161433	53161728	-	uncharacterized protein LOC106437247
BnaC03g66800D	chrC03	56476707	56476924	+	"glycine dehydrogenase (decarboxylating) 1
BnaC03g67020D	chrC03	56699101	56699505	-	probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH5
BnaC03g67060D	chrC03	56710231	56710523	+	--
BnaC03g67790D	chrC03	57401971	57402360	-	--
BnaC03g68140D	chrC03	57772494	57774352	-	TBC1 domain family member 5 homolog A-like
BnaC03g68170D	chrC03	57789892	57792284	-	transcription factor bHLH27 isoform X1
BnaC03g68190D	chrC03	57793691	57793750	+	--
BnaC03g68210D	chrC03	57826932	57827135	+	uncharacterized protein LOC106386262
BnaC03g69070D	chrC03	58784760	58785331	+	uncharacterized protein LOC111213108
BnaC03g69080D	chrC03	58785901	58786098	+	--
BnaC03g69090D	chrC03	58806662	58807376	+	TMV resistance protein N-like
BnaC03g69930D	chrC03	59634238	59634746	+	uncharacterized protein BNAC03G69930D
BnaC03g70200D	chrC03	59865041	59865094	+	--
BnaC03g70230D	chrC03	59874037	59874606	+	--
BnaC03g70830D	chrC03	60411042	60411563	-	pectinesterase inhibitor
BnaC03g72880D	chrC03_random	1089668	1089823	+	--
BnaC03g74250D	chrC03_random	2165978	2166122	-	--
BnaC04g01550D	chrC04	1141444	1142318	+	ubiquinol-cytochrome c reductase complex 6.7 kDa protein
BnaC04g03800D	chrC04	2800423	2800608	+	--
BnaC04g10090D	chrC04	7750104	7751605	-	zinc finger CCCH domain-containing protein 29-like
BnaC04g10130D	chrC04	7800982	7802552	-	uncharacterized protein At1g04910-like
BnaC04g13720D	chrC04	11122698	11123528	-	--
BnaC04g15310D	chrC04	13040368	13045801	-	abscisic acid 8'-hydroxylase 2 isoform X1
BnaC04g15360D	chrC04	13127183	13127927	-	--
BnaC04g15390D	chrC04	13225577	13227120	-	choline-phosphate cytidylyltransferase 1-like
BnaC04g15410D	chrC04	13237079	13237186	-	--
BnaC04g15420D	chrC04	13237254	13238021	-	--
BnaC04g15470D	chrC04	13265548	13266005	+	histone H4
BnaC04g16170D	chrC04	14187054	14187664	+	probable glucuronoxylan glucuronosyltransferase IRX7
BnaC04g17470D	chrC04	15834392	15834634	-	uncharacterized protein LOC111205266
BnaC04g17490D	chrC04	15993393	15993588	-	--
BnaC04g18100D	chrC04	17127277	17127431	-	--
BnaC04g18120D	chrC04	17146759	17147176	+	--
BnaC04g20140D	chrC04	21206772	21206927	+	--
BnaC04g20150D	chrC04	21208222	21208676	-	probable protein phosphatase 2C 13
BnaC04g21450D	chrC04	22313735	22313827	+	--
BnaC04g22310D	chrC04	23352813	23353221	+	--
BnaC04g23200D	chrC04	24307944	24308423	-	uncharacterized protein LOC106442145
BnaC04g23210D	chrC04	24341325	24343180	+	ABC transporter F family member 5-like
BnaC04g23240D	chrC04	24354346	24354575	-	"50S ribosomal protein L3-2
BnaC04g25000D	chrC04	25858691	25858867	+	--
BnaC04g28040D	chrC04	29450880	29455854	+	nicastrin
BnaC04g30460D	chrC04	32294028	32295819	+	protein C2-DOMAIN ABA-RELATED 1
BnaC04g31540D	chrC04	33372054	33372442	-	--
BnaC04g31580D	chrC04	33387728	33387896	+	--
BnaC04g32580D	chrC04	34306424	34306817	+	--
BnaC04g34820D	chrC04	36334288	36334495	+	protein FAR1-RELATED SEQUENCE 5-like
BnaC04g34880D	chrC04	36350774	36350938	-	--
BnaC04g35370D	chrC04	36850179	36850217	+	--
BnaC04g35420D	chrC04	36957312	36958085	+	phytosulfokines 2
BnaC04g35500D	chrC04	37009939	37015638	-	DNA (cytosine-5)-methyltransferase 1-like
BnaC04g36020D	chrC04	37521935	37522707	-	methylesterase 4-like isoform X2
BnaC04g36060D	chrC04	37571826	37572296	+	--
BnaC04g38060D	chrC04	39391251	39391385	-	--
BnaC04g38110D	chrC04	39411886	39412040	-	--
BnaC04g40770D	chrC04	41589520	41591207	-	protein PSY3
BnaC04g40790D	chrC04	41604111	41605949	-	--
BnaC04g40830D	chrC04	41645733	41646635	-	"endo-1
BnaC04g42480D	chrC04	42983477	42984179	-	LOB domain-containing protein 14
BnaC04g44620D	chrC04	44554556	44555980	+	uncharacterized protein LOC106374807
BnaC04g44660D	chrC04	44577561	44577614	+	--
BnaC04g44740D	chrC04	44624602	44624740	-	--
BnaC04g45330D	chrC04	45049218	45049825	-	--
BnaC04g45470D	chrC04	45135469	45137666	-	--
BnaC04g46530D	chrC04	45836467	45836639	-	--
BnaC04g50220D	chrC04	48003161	48003686	-	--
BnaC04g52470D	chrC04_random	396257	396769	-	uncharacterized protein BNAC04G52470D
BnaC04g52630D	chrC04_random	470816	472437	-	protodermal factor 1-like
BnaC04g53680D	chrC04_random	1174024	1174199	-	--
BnaC04g53700D	chrC04_random	1195534	1195803	-	--
BnaC04g53790D	chrC04_random	1282264	1282350	+	--
BnaC04g53830D	chrC04_random	1310470	1311554	+	--
BnaC04g53840D	chrC04_random	1311619	1312474	+	--
BnaC04g53940D	chrC04_random	1376220	1376405	-	"pyruvate dehydrogenase E1 component subunit beta-3
BnaC04g55310D	chrC04_random	2882187	2882407	-	BEACH domain-containing protein C1-like
BnaC04g55330D	chrC04_random	2902735	2902919	-	cytochrome P450 76C4-like
BnaC04g55350D	chrC04_random	2904944	2905087	+	--
BnaC04g55970D	chrC04_random	3633710	3633823	-	--
BnaC04g56000D	chrC04_random	3650328	3650426	-	--
BnaC05g06150D	chrC05	3030939	3033627	-	"cysteine desulfurase 1
BnaC05g09310D	chrC05	5009442	5009663	-	uncharacterized protein LOC106424235
BnaC05g10730D	chrC05	6156160	6156858	+	transcription factor ICE1-like
BnaC05g12560D	chrC05	7324594	7324795	+	--
BnaC05g12570D	chrC05	7324864	7324926	+	--
BnaC05g16130D	chrC05	9898510	9898682	-	--
BnaC05g17580D	chrC05	11330355	11330540	+	--
BnaC05g17980D	chrC05	11698642	11698775	+	--
BnaC05g19670D	chrC05	13136151	13136555	-	--
BnaC05g19680D	chrC05	13136843	13136941	-	--
BnaC05g19730D	chrC05	13161725	13161894	-	--
BnaC05g19920D	chrC05	13438266	13438945	-	--
BnaC05g20510D	chrC05	13904447	13904565	-	--
BnaC05g20790D	chrC05	14255451	14255742	-	--
