GeneID	Chromosome	Start	Stop	Strand	Description
BnaA09g47790D	chrA09	32156245	32160050	-	uncharacterized protein LOC106419887 isoform X1
BnaA09g49850D	chrA09	33091576	33092116	+	--
BnaA09g50830D	chrA09	33549227	33549674	-	--
BnaA09g52900D	chrA09_random	735095	735737	-	subtilisin-like protease SBT2.5
BnaA09g53840D	chrA09_random	1726905	1727000	-	--
BnaA09g53850D	chrA09_random	1727082	1727268	-	--
BnaA10g01080D	chrA10	556842	557004	+	--
BnaA10g03090D	chrA10	1584553	1588824	-	transcription initiation factor TFIID subunit 6
BnaA10g04500D	chrA10	2410545	2410667	+	--
BnaA10g05690D	chrA10	3751252	3751308	+	--
BnaA10g07230D	chrA10	5685113	5686700	-	"pentatricopeptide repeat-containing protein At4g14190
BnaA10g07260D	chrA10	5716902	5717673	-	uncharacterized protein LOC106434500
BnaA10g08090D	chrA10	6703586	6707361	+	putative U-box domain-containing protein 53
BnaA10g08100D	chrA10	6736514	6737024	+	putative U-box domain-containing protein 53
BnaA10g08310D	chrA10	7092656	7093544	-	uncharacterized protein LOC111200736
BnaA10g08430D	chrA10	7168877	7169182	+	--
BnaA10g09070D	chrA10	8017711	8018551	+	"thioredoxin Y2
BnaA10g09150D	chrA10	8164877	8165621	+	uncharacterized protein BNAC09G31370D
BnaA10g12960D	chrA10	10544364	10547372	-	B3 domain-containing protein At5g60130-like isoform X1
BnaA10g13010D	chrA10	10563067	10564493	-	potential E3 ubiquitin-protein ligase ariadne-1-like
BnaA10g13020D	chrA10	10565044	10565211	-	--
BnaA10g19950D	chrA10	14013391	14015693	-	CCR4-NOT transcription complex subunit 1-like
BnaA10g20510D	chrA10	14328084	14328185	-	--
BnaA10g27300D	chrA10	17226216	17226320	-	--
BnaA10g27420D	chrA10	17268577	17270427	+	uncharacterized protein LOC106372563
BnaAnng01480D	chrAnn_random	870586	871250	+	WUSCHEL-related homeobox 7
BnaAnng01490D	chrAnn_random	872367	874774	+	26S proteasome non-ATPase regulatory subunit 7 homolog A-like
BnaAnng01540D	chrAnn_random	881779	883358	-	uncharacterized protein BNAANNG01540D isoform X1
BnaAnng01610D	chrAnn_random	904505	906263	-	"protein ORANGE-LIKE
BnaAnng01640D	chrAnn_random	921048	922037	+	"small RNA-binding protein 11
BnaAnng01680D	chrAnn_random	952663	954714	+	ribosome biogenesis protein NSA2 homolog
BnaAnng01710D	chrAnn_random	960573	961166	-	putative RING-H2 finger protein ATL71
BnaAnng01720D	chrAnn_random	964971	965729	+	MADS-box transcription factor PHERES 2-like
BnaAnng04250D	chrAnn_random	4254076	4254243	+	--
BnaAnng09750D	chrAnn_random	10385497	10388302	-	uncharacterized protein LOC106377642
BnaAnng12410D	chrAnn_random	13403924	13404078	+	--
BnaAnng12760D	chrAnn_random	13643279	13643473	-	--
BnaAnng12850D	chrAnn_random	13712850	13712939	+	angio-associated migratory cell protein-like
BnaAnng14320D	chrAnn_random	15460850	15461904	-	--
BnaAnng14380D	chrAnn_random	15504689	15504862	-	--
BnaAnng18950D	chrAnn_random	20110101	20110522	+	WD repeat-containing protein 11-like
BnaAnng25250D	chrAnn_random	29257365	29260997	+	conserved oligomeric Golgi complex subunit 8-like
BnaAnng25270D	chrAnn_random	29304552	29304864	+	--
BnaAnng30350D	chrAnn_random	34599355	34599652	-	--
BnaAnng33360D	chrAnn_random	38028430	38028507	-	--
BnaAnng34310D	chrAnn_random	39100898	39101354	-	--
BnaAnng34910D	chrAnn_random	39730099	39731398	-	methyltransferase-like protein 7A
BnaAnng36520D	chrAnn_random	41459261	41459404	-	peroxidase 57
BnaAnng38320D	chrAnn_random	43381050	43382029	+	probable WRKY transcription factor 64
BnaAnng38650D	chrAnn_random	43850718	43851056	-	--
BnaAnng39430D	chrAnn_random	44868857	44869178	+	--
BnaAnng40290D	chrAnn_random	45987379	45988420	+	uncharacterized protein LOC106454359
BnaAnng41410D	chrAnn_random	47741636	47743301	+	uncharacterized protein LOC111207469
BnaC01g01260D	chrC01	581069	582247	+	uncharacterized protein LOC106411789
BnaC01g02030D	chrC01	1037143	1037570	-	--
BnaC01g06160D	chrC01	3240357	3242125	+	uncharacterized protein BNAC01G06160D
BnaC01g06330D	chrC01	3326360	3327336	+	--
BnaC01g06590D	chrC01	3449296	3449407	-	--
BnaC01g06670D	chrC01	3492356	3492628	+	--
BnaC01g06680D	chrC01	3492717	3492773	+	--
BnaC01g06710D	chrC01	3512344	3515034	+	probable protein phosphatase 2C 59
BnaC01g06730D	chrC01	3518849	3519398	-	protein GLUTAMINE DUMPER 1-like
BnaC01g08560D	chrC01	4698448	4699033	+	uncharacterized protein BNAC01G08560D
BnaC01g08680D	chrC01	4754190	4754438	+	nematode resistance protein-like HSPRO2
BnaC01g08690D	chrC01	4778270	4778868	-	--
BnaC01g12680D	chrC01	8098004	8098268	+	sulfite exporter TauE/SafE family protein 5-like
BnaC01g14140D	chrC01	9311123	9311363	-	--
BnaC01g14550D	chrC01	9754718	9754849	-	coatomer subunit alpha-2-like
BnaC01g14560D	chrC01	9760860	9760982	-	--
BnaC01g15140D	chrC01	10306332	10306690	+	probable polygalacturonase
BnaC01g15170D	chrC01	10355440	10359186	-	"glutathione S-transferase DHAR3
BnaC01g15200D	chrC01	10385909	10386756	-	uncharacterized protein LOC111204524
BnaC01g15400D	chrC01	10544388	10544564	+	--
BnaC01g15580D	chrC01	10679931	10680017	-	uncharacterized protein LOC106416889
BnaC01g15600D	chrC01	10680776	10681716	-	--
BnaC01g15620D	chrC01	10732323	10732863	-	--
BnaC01g16130D	chrC01	11121051	11121107	+	--
BnaC01g18160D	chrC01	12626272	12626421	-	--
BnaC01g19820D	chrC01	13795539	13795659	+	--
BnaC01g19870D	chrC01	13822533	13823067	+	uncharacterized protein LOC111201698
BnaC01g19890D	chrC01	13824182	13824839	-	--
BnaC01g21320D	chrC01	14885398	14886129	-	--
BnaC01g22070D	chrC01	15495824	15495892	-	--
BnaC01g22140D	chrC01	15584538	15585177	-	--
BnaC01g24760D	chrC01	19906019	19906111	-	--
BnaC01g24780D	chrC01	19908921	19909166	-	putative disease resistance RPP13-like protein 3
BnaC01g25360D	chrC01	20916522	20916839	+	--
BnaC01g25370D	chrC01	20922887	20923522	-	uncharacterized protein LOC106361713
BnaC01g25380D	chrC01	20924299	20926266	+	"acetolactate synthase 1
BnaC01g25390D	chrC01	20939403	20939723	-	uncharacterized protein LOC106373969
BnaC01g25560D	chrC01	21356912	21357139	-	--
BnaC01g26210D	chrC01	22872644	22876595	-	--
BnaC01g27590D	chrC01	25232231	25232722	-	probable mediator of RNA polymerase II transcription subunit 37e
BnaC01g27650D	chrC01	25269032	25269094	-	--
BnaC01g28700D	chrC01	26682032	26684026	-	inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630
BnaC01g28730D	chrC01	26688889	26689502	-	cytochrome B5-like protein
BnaC01g28800D	chrC01	26809638	26814828	-	--
BnaC01g29420D	chrC01	27786692	27788094	+	putative FBD-associated F-box protein At1g61330
BnaC01g31530D	chrC01	30415846	30415976	-	uncharacterized protein LOC106433623
BnaC01g31560D	chrC01	30424351	30425762	+	--
BnaC01g31900D	chrC01	31028360	31028527	+	--
BnaC01g36850D	chrC01	35999888	36000043	+	"glycine--tRNA ligase
BnaC01g41450D	chrC01_random	620610	621768	+	serine hydroxymethyltransferase 7-like
BnaC01g42680D	chrC01_random	1862006	1862047	+	--
BnaC01g42940D	chrC01_random	2261005	2261254	+	--
BnaC01g43080D	chrC01_random	2547617	2547792	+	--
BnaC01g44690D	chrC01_random	4197246	4197482	-	--
BnaC02g00630D	chrC02	255778	255924	+	--
BnaC02g00790D	chrC02	315264	315564	-	"succinate dehydrogenase subunit 3-1
BnaC02g01290D	chrC02	530570	530977	+	uncharacterized protein LOC106379144
BnaC02g01330D	chrC02	541473	542258	+	mitochondrial import receptor subunit TOM5 homolog
BnaC02g01340D	chrC02	542357	543780	-	protein Asterix
BnaC02g01490D	chrC02	604545	610130	-	structural maintenance of chromosomes protein 6A-like
BnaC02g02380D	chrC02	1057379	1057881	-	--
BnaC02g08870D	chrC02	4936844	4941288	-	probable sulfate transporter 3.5
BnaC02g09560D	chrC02	5296519	5296794	-	--
BnaC02g09950D	chrC02	5606976	5607086	-	--
BnaC02g10580D	chrC02	6114059	6114300	-	--
BnaC02g11370D	chrC02	6606145	6606960	-	--
BnaC02g12470D	chrC02	7938851	7939144	-	--
BnaC02g14450D	chrC02	9883453	9884071	-	arabinogalactan peptide 22
BnaC02g14470D	chrC02	9898237	9898328	+	--
BnaC02g16360D	chrC02	11954372	11957755	+	"ALBINO3-like protein 2
BnaC02g16380D	chrC02	11967860	11968969	-	putative F-box only protein 15
BnaC02g16410D	chrC02	11983835	11985540	+	uncharacterized protein LOC106406315
BnaC02g16440D	chrC02	11993186	11993328	+	--
BnaC02g16990D	chrC02	12370294	12370419	+	organic cation/carnitine transporter 6-like
BnaC02g17600D	chrC02	13207637	13208191	-	--
BnaC02g17630D	chrC02	13232340	13232414	-	--
BnaC02g19630D	chrC02	15963820	15963924	+	uncharacterized protein LOC106358654
BnaC02g19730D	chrC02	16086097	16086597	-	--
BnaC02g19840D	chrC02	16220251	16220334	-	--
BnaC02g21460D	chrC02	18384959	18387521	-	exportin-T-like
BnaC02g21960D	chrC02	18795374	18795541	-	cytochrome P450 71B26-like
BnaC02g23460D	chrC02	20394907	20400909	+	uncharacterized protein LOC106350280
BnaC02g24380D	chrC02	21657030	21659164	+	protein WALLS ARE THIN 1-like
BnaC02g24390D	chrC02	21660090	21660686	-	dehydration-responsive element-binding protein 2D-like
BnaC02g24420D	chrC02	21677926	21683751	-	alkane hydroxylase MAH1-like
BnaC02g24430D	chrC02	21695678	21696587	-	--
BnaC02g24450D	chrC02	21699243	21702159	-	26S proteasome regulatory subunit 10B homolog A-like
BnaC02g24460D	chrC02	21702220	21703476	-	26S proteasome regulatory subunit S10B homolog B-like
BnaC02g24470D	chrC02	21703607	21703729	-	--
BnaC02g24490D	chrC02	21704587	21705020	-	uncharacterized protein BNAC05G15290D
BnaC02g24510D	chrC02	21740525	21742368	-	uncharacterized protein LOC106404439
BnaC02g24520D	chrC02	21746153	21746494	-	--
BnaC02g25760D	chrC02	23029389	23029835	-	protein FORGETTER 1
BnaC02g26450D	chrC02	24161234	24162948	-	NAC domain-containing protein 62-like
BnaC02g26530D	chrC02	24209324	24209383	+	--
BnaC02g26540D	chrC02	24215204	24215434	+	--
BnaC02g26550D	chrC02	24216019	24216249	+	--
BnaC02g26560D	chrC02	24216834	24217064	+	--
BnaC02g26570D	chrC02	24217649	24217879	+	--
BnaC02g26580D	chrC02	24218464	24218694	+	--
BnaC02g26590D	chrC02	24219279	24219509	+	--
BnaC02g26600D	chrC02	24220094	24220324	+	--
BnaC02g26610D	chrC02	24220909	24221139	+	--
BnaC02g26620D	chrC02	24221724	24221954	+	--
BnaC02g26630D	chrC02	24222539	24222769	+	--
BnaC02g26640D	chrC02	24223354	24223584	+	--
BnaC02g26650D	chrC02	24224169	24224399	+	--
BnaC02g26660D	chrC02	24224984	24225214	+	--
BnaC02g26670D	chrC02	24225799	24226029	+	--
BnaC02g26680D	chrC02	24226614	24226844	+	--
BnaC02g26690D	chrC02	24227429	24227659	+	--
BnaC02g30420D	chrC02	32164151	32164408	-	--
BnaC02g31240D	chrC02	33393809	33393862	-	--
BnaC02g31980D	chrC02	34396437	34396766	-	--
BnaC02g37130D	chrC02	40047613	40048017	-	ESCRT-related protein CHMP1B
BnaC02g46510D	chrC02_random	2290869	2291143	-	--
BnaC02g48320D	chrC02_random	4577962	4578267	-	--
BnaC02g48680D	chrC02_random	4903494	4903550	-	--
BnaC03g03310D	chrC03	1598088	1598771	-	probable protein phosphatase 2C 42
BnaC03g12180D	chrC03	5899804	5900925	+	ras-related protein RABA2d isoform X2
BnaC03g14550D	chrC03	7016650	7016799	-	--
BnaC03g15110D	chrC03	7482881	7483126	+	late embryogenesis abundant protein 49-like
BnaC03g15420D	chrC03	7702764	7702919	-	heavy metal-associated isoprenylated plant protein 10-like
BnaC03g15490D	chrC03	7741486	7741650	+	actin-depolymerizing factor
BnaC03g15890D	chrC03	8015096	8016290	+	probable methyltransferase PMT23
BnaC03g18180D	chrC03	9309602	9309668	-	--
BnaC03g18210D	chrC03	9324375	9325062	+	--
BnaC03g18370D	chrC03	9419760	9419852	-	--
BnaC03g18500D	chrC03	9483443	9483817	-	--
BnaC03g20370D	chrC03	10774217	10774419	-	cysteine-rich receptor-like protein kinase 36
BnaC03g20380D	chrC03	10774534	10774688	-	--
BnaC03g20390D	chrC03	10774745	10775315	-	"elongation factor Tu
BnaC03g20430D	chrC03	10822884	10823045	-	uncharacterized protein BNAA03G16910D
BnaC03g20840D	chrC03	11085976	11086149	+	--
BnaC03g20850D	chrC03	11099519	11099782	-	--
BnaC03g21000D	chrC03	11255039	11256845	-	OTU domain-containing protein At3g57810-like
BnaC03g21040D	chrC03	11267107	11268130	+	--
BnaC03g21260D	chrC03	11490971	11493136	-	uncharacterized protein LOC106436110
BnaC03g21280D	chrC03	11495158	11495343	+	uncharacterized protein LOC106436109
BnaC03g21450D	chrC03	11579217	11580435	+	--
BnaC03g21470D	chrC03	11589663	11590005	-	guanylate-binding protein 4-like
BnaC03g21630D	chrC03	11695641	11698653	+	probable kinetochore protein NUF2
BnaC03g21640D	chrC03	11699195	11699518	-	uncharacterized protein BNAC03G21640D
BnaC03g21680D	chrC03	11711435	11711660	-	--
BnaC03g22730D	chrC03	12580383	12580571	-	--
BnaC03g22890D	chrC03	12686569	12687222	+	uncharacterized protein LOC111211315
BnaC03g23000D	chrC03	12744387	12744575	+	--
BnaC03g23380D	chrC03	13022610	13024649	+	cytokinin dehydrogenase 1-like isoform X1
BnaC03g23490D	chrC03	13101919	13103286	+	protein N-terminal glutamine amidohydrolase-like
BnaC03g24030D	chrC03	13450051	13451134	+	protein CMSS1
BnaC03g24080D	chrC03	13520566	13521170	-	--
BnaC03g24110D	chrC03	13536206	13536615	+	--
BnaC03g26420D	chrC03	15004294	15004632	-	uncharacterized protein BNAC03G26420D
BnaC03g26440D	chrC03	15018184	15018360	-	--
BnaC03g27310D	chrC03	15775104	15775232	-	--
BnaC03g27320D	chrC03	15775303	15775401	-	--
BnaC03g29040D	chrC03	17255579	17255853	+	protein DMR6-LIKE OXYGENASE 1-like
BnaC03g30040D	chrC03	18167590	18173314	-	vesicle-fusing ATPase-like
BnaC03g30310D	chrC03	18406848	18409669	+	4-substituted benzoates-glutamate ligase GH3.12-like
BnaC03g32250D	chrC03	19860157	19860582	-	probable calcium-binding protein CML40
BnaC03g32300D	chrC03	19871230	19871515	-	--
BnaC03g32320D	chrC03	19876149	19876989	-	uncharacterized protein BNAC03G32320D
BnaC03g36900D	chrC03	22299103	22299288	+	"phospholipase A1-Igamma2
BnaC03g36930D	chrC03	22304731	22304922	-	--
BnaC03g37020D	chrC03	22366054	22366122	-	--
BnaC03g37940D	chrC03	23239206	23239244	-	--
BnaC03g37990D	chrC03	23263459	23263721	-	uncharacterized protein LOC106384298
BnaC03g39270D	chrC03	24260413	24265391	+	phospholipase D alpha 1-like
BnaC03g39430D	chrC03	24378457	24378675	+	--
BnaC03g40320D	chrC03	25250053	25250321	-	--
BnaC03g46200D	chrC03	31116059	31116357	+	uncharacterized protein LOC106393093
BnaC03g46630D	chrC03	31614020	31614637	-	WD-40 repeat-containing protein MSI2
BnaC03g46990D	chrC03	31981765	31982520	-	--
BnaC03g47160D	chrC03	32144172	32144471	-	--
BnaC03g47230D	chrC03	32223456	32225216	-	armadillo repeat-containing protein 7-like
BnaC03g47240D	chrC03	32230476	32231047	+	--
BnaC03g47430D	chrC03	32506707	32506796	-	--
BnaC03g48200D	chrC03	33182099	33182488	-	--
BnaC03g48760D	chrC03	33609009	33609652	-	--
BnaC03g49090D	chrC03	33937325	33942151	+	--
BnaC03g49100D	chrC03	33960263	33960621	+	uncharacterized protein BNAC03G49100D
BnaC03g50850D	chrC03	35285485	35285607	+	"glycine--tRNA ligase
BnaC03g50900D	chrC03	35316452	35316922	+	AP2/ERF and B3 domain-containing transcription factor At1g50680-like
BnaC03g52590D	chrC03	37528681	37528918	+	--
BnaC03g53540D	chrC03	38997137	38997291	-	--
BnaC03g53720D	chrC03	39630789	39630983	-	--
BnaC03g53800D	chrC03	39892226	39892512	+	--
BnaC03g54640D	chrC03	42573685	42579203	+	--
BnaC03g54670D	chrC03	42596380	42596532	+	--
BnaC03g54680D	chrC03	42598480	42598755	+	--
BnaC03g54700D	chrC03	42606530	42606821	-	uncharacterized protein LOC106393363
BnaC03g55070D	chrC03	43611545	43611778	-	--
BnaC03g55770D	chrC03	44865050	44865352	+	--
BnaC03g57340D	chrC03	46733008	46733343	+	uncharacterized protein BNAC03G57340D
BnaC03g57390D	chrC03	46760447	46760797	-	CLAVATA3/ESR (CLE)-related protein 9-like
BnaC03g57400D	chrC03	46764714	46767364	-	uncharacterized protein LOC106404049
BnaC03g57440D	chrC03	46806364	46806898	-	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform X1
BnaC03g58670D	chrC03	47949325	47952039	-	--
BnaC03g60680D	chrC03	49777486	49778838	+	--
BnaC03g63730D	chrC03	53200256	53201599	-	uncharacterized protein LOC111215044
BnaC03g67180D	chrC03	56770702	56770767	-	--
BnaC03g67760D	chrC03	57314304	57315700	+	putative dynamin-related protein 4A
BnaC03g68720D	chrC03	58416879	58416965	-	--
BnaC03g69140D	chrC03	58876653	58877317	+	late embryogenesis abundant protein 7-like
BnaC03g69150D	chrC03	58883942	58884362	+	late embryogenesis abundant protein 1-like
BnaC03g69260D	chrC03	58966105	58967361	-	nuclear pore complex protein NUP50A-like
BnaC03g70360D	chrC03	60035492	60035763	+	--
BnaC03g71440D	chrC03_random	135962	137843	+	uncharacterized protein LOC106345972 isoform X2
BnaC03g74350D	chrC03_random	2299021	2299201	+	--
BnaC03g74410D	chrC03_random	2346988	2347185	-	nucleobase-ascorbate transporter 1-like
BnaC03g75180D	chrC03_random	3561128	3562037	-	uncharacterized protein LOC106361522
BnaC03g75220D	chrC03_random	3636687	3636989	-	--
BnaC04g03830D	chrC04	2836425	2837764	+	uncharacterized protein LOC106396849
BnaC04g03960D	chrC04	2929719	2930604	-	protein transport protein Sec61 subunit beta-like
BnaC04g04030D	chrC04	3008769	3008873	+	putative expansin-B2
BnaC04g05210D	chrC04	3685067	3685375	+	--
BnaC04g05270D	chrC04	3733320	3736868	+	putative ABC1 protein At2g40090
BnaC04g06190D	chrC04	4437703	4438015	+	ABC transporter G family member 1
BnaC04g10140D	chrC04	7806916	7807390	-	uncharacterized protein LOC106363499
BnaC04g13690D	chrC04	11107982	11110976	+	"ubiquinone biosynthesis O-methyltransferase
BnaC04g13720D	chrC04	11122698	11123528	-	--
BnaC04g13960D	chrC04	11354364	11354465	+	coiled-coil domain-containing protein 94 homolog
BnaC04g14020D	chrC04	11396933	11397272	-	metal tolerance protein B-like
BnaC04g14890D	chrC04	12464311	12464520	-	uncharacterized protein LOC106430793
BnaC04g14910D	chrC04	12465473	12465987	-	--
BnaC04g15500D	chrC04	13307091	13307252	+	--
BnaC04g15510D	chrC04	13307471	13307733	+	--
BnaC04g16330D	chrC04	14370685	14370732	-	--
BnaC04g16580D	chrC04	14631734	14631784	-	--
BnaC04g16610D	chrC04	14643041	14643126	+	--
BnaC04g16620D	chrC04	14657527	14657680	-	--
BnaC04g19360D	chrC04	19953255	19953384	+	--
BnaC04g19440D	chrC04	20060126	20062433	-	--
BnaC04g20010D	chrC04	20989549	20990337	+	--
BnaC04g20020D	chrC04	20990403	20990600	+	pectinesterase inhibitor 10-like
BnaC04g23310D	chrC04	24422526	24423515	+	PTI1-like tyrosine-protein kinase At3g15890
BnaC04g23350D	chrC04	24461666	24466316	+	--
BnaC04g27820D	chrC04	29199362	29200608	+	microtubule-associated protein 70-2-like
BnaC04g27910D	chrC04	29314130	29314433	+	--
BnaC04g27940D	chrC04	29316310	29317429	+	cytochrome b-c1 complex subunit 9
BnaC04g28100D	chrC04	29525167	29526679	+	ubiquitin-conjugating enzyme E2 variant 1D
BnaC04g30300D	chrC04	32209616	32209777	+	E3 ubiquitin-protein ligase At3g02290-like
BnaC04g30310D	chrC04	32210110	32210275	-	--
BnaC04g30350D	chrC04	32226586	32226845	+	--
BnaC04g30530D	chrC04	32399292	32400427	+	E3 ubiquitin-protein ligase SINA-like 7
BnaC04g32620D	chrC04	34332225	34332305	+	--
BnaC04g32680D	chrC04	34373098	34374766	+	transcription factor MYB115-like
BnaC04g35360D	chrC04	36849932	36850039	+	--
BnaC04g35370D	chrC04	36850179	36850217	+	--
BnaC04g35540D	chrC04	37063592	37064467	-	--
BnaC04g35570D	chrC04	37077907	37078146	+	--
BnaC04g40900D	chrC04	41713338	41713870	+	vacuolar protein sorting-associated protein 36
BnaC04g40930D	chrC04	41732734	41732846	+	--
BnaC04g41020D	chrC04	41771240	41771416	-	--
BnaC04g41250D	chrC04	41994722	41994832	+	RNA-binding protein cabeza-like
BnaC04g41840D	chrC04	42634353	42634554	+	--
BnaC04g41860D	chrC04	42637274	42637577	+	--
BnaC04g41880D	chrC04	42638331	42638540	+	uncharacterized protein LOC106430793
BnaC04g42590D	chrC04	43108830	43109223	+	"acetolactate synthase small subunit 2
BnaC04g44830D	chrC04	44702679	44703435	+	uncharacterized protein LOC106391427
BnaC04g45490D	chrC04	45164611	45165172	-	--
BnaC04g47090D	chrC04	46175252	46175443	-	PRA1 family protein B2-like
BnaC04g50220D	chrC04	48003161	48003686	-	--
BnaC04g52690D	chrC04_random	493044	493214	+	--
BnaC04g52700D	chrC04_random	499025	500222	-	--
BnaC04g52740D	chrC04_random	518561	519184	-	zinc finger protein 11
BnaC04g52790D	chrC04_random	534596	535767	+	MATH domain and coiled-coil domain-containing protein At2g42480-like
BnaC04g52840D	chrC04_random	567578	568660	-	AT-hook motif nuclear-localized protein 16
BnaC04g53400D	chrC04_random	991919	995201	+	--
BnaC04g53470D	chrC04_random	1018754	1019200	+	--
BnaC04g53530D	chrC04_random	1052472	1052810	-	"NADPH-dependent aldo-keto reductase
BnaC04g53680D	chrC04_random	1174024	1174199	-	--
BnaC04g53790D	chrC04_random	1282264	1282350	+	--
BnaC04g53830D	chrC04_random	1310470	1311554	+	--
BnaC04g53840D	chrC04_random	1311619	1312474	+	--
BnaC04g53890D	chrC04_random	1353082	1353696	+	--
BnaC04g53950D	chrC04_random	1376468	1376643	-	"pyruvate dehydrogenase E1 component subunit beta-2
BnaC04g54020D	chrC04_random	1417338	1417472	+	F-box protein At2g35280-like
BnaC04g54080D	chrC04_random	1460458	1460685	-	ER membrane protein complex subunit 3
BnaC04g54090D	chrC04_random	1460732	1460914	-	--
BnaC04g54130D	chrC04_random	1505166	1505792	+	transcription factor TRY
BnaC04g55310D	chrC04_random	2882187	2882407	-	BEACH domain-containing protein C1-like
BnaC04g56050D	chrC04_random	3725549	3729431	-	--
BnaC05g01560D	chrC05	814872	815753	-	glutathione S-transferase F5-like isoform X2
BnaC05g01580D	chrC05	820573	820842	-	glutathione S-transferase F5-like
BnaC05g01810D	chrC05	906374	907297	-	--
BnaC05g03800D	chrC05	1855657	1855787	-	--
BnaC05g06410D	chrC05	3156547	3157662	-	myb-related protein 306-like
BnaC05g07720D	chrC05	3915755	3915878	+	--
BnaC05g08530D	chrC05	4480685	4480993	-	--
BnaC05g10690D	chrC05	6142756	6148159	-	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3-B
BnaC05g12630D	chrC05	7372479	7372514	+	--
BnaC05g14400D	chrC05	8469108	8469281	-	RING-H2 finger protein ATL79-like
BnaC05g14450D	chrC05	8488486	8488707	-	probable glycosyltransferase At5g03795
BnaC05g14480D	chrC05	8512934	8513239	-	--
BnaC05g16250D	chrC05	9999700	10003444	-	DExH-box ATP-dependent RNA helicase DExH12-like
BnaC05g16870D	chrC05	10606329	10606481	-	--
BnaC05g16950D	chrC05	10643995	10644230	-	--
BnaC05g17650D	chrC05	11386784	11386939	+	agamous-like MADS-box protein AGL104
BnaC05g17980D	chrC05	11698642	11698775	+	--
BnaC05g19410D	chrC05	12915194	12915289	+	--
BnaC05g19450D	chrC05	12945928	12947028	+	uncharacterized protein LOC106411774
BnaC05g20150D	chrC05	13614195	13614548	-	probable mediator of RNA polymerase II transcription subunit 37e isoform X1
BnaC05g20930D	chrC05	14568279	14568377	-	--
BnaC05g20970D	chrC05	14605542	14605739	+	--
BnaC05g23250D	chrC05	17359946	17360131	-	--
BnaC05g24050D	chrC05	18225002	18229889	+	probable methyltransferase PMT20
BnaC05g24060D	chrC05	18234224	18234337	-	--
BnaC05g24730D	chrC05	19186275	19186544	+	uncharacterized protein LOC106416999
BnaC05g25210D	chrC05	20050336	20053363	-	--
BnaC05g25260D	chrC05	20105832	20106963	-	--
BnaC05g25270D	chrC05	20115568	20116027	-	uncharacterized protein BNAC05G25270D
BnaC05g26250D	chrC05	22204317	22204529	-	--
BnaC05g28260D	chrC05	26097603	26097767	+	--
BnaC05g30100D	chrC05	29121060	29121390	-	--
BnaC05g30130D	chrC05	29178178	29179614	-	--
BnaC05g30370D	chrC05	29458856	29458909	+	--
BnaC05g31560D	chrC05	31011988	31012785	+	glycine-rich protein 5-like
BnaC05g32710D	chrC05	32221020	32221361	-	--
BnaC05g32740D	chrC05	32237248	32237415	-	--
BnaC05g32950D	chrC05	32429939	32430016	-	--
BnaC05g37400D	chrC05	36453388	36454316	+	uncharacterized protein LOC106406851
BnaC05g39230D	chrC05	37805878	37805970	-	peroxisomal (S)-2-hydroxy-acid oxidase GLO2-like
BnaC05g42610D	chrC05	39884863	39884967	+	--
BnaC05g45890D	chrC05	41621424	41621744	+	uncharacterized protein BNAC05G45890D
BnaC05g48860D	chrC05	43138604	43140971	-	serine/threonine-protein kinase HT1-like
BnaC05g51910D	chrC05_random	3441084	3441232	-	--
BnaC06g03940D	chrC06	4587873	4588254	-	protein SMAX1-LIKE 4-like isoform X2
BnaC06g03970D	chrC06	4613687	4613923	-	--
BnaC06g04450D	chrC06	5135837	5136682	-	--
BnaC06g04880D	chrC06	5529846	5530056	-	uncharacterized protein LOC106350280
BnaC06g05790D	chrC06	6375860	6376680	-	--
BnaC06g05900D	chrC06	6429858	6430066	+	uncharacterized protein LOC106430793
BnaC06g06020D	chrC06	6529005	6529127	+	4-substituted benzoates-glutamate ligase GH3.12
BnaC06g06300D	chrC06	6812433	6812510	-	--
BnaC06g07050D	chrC06	7569880	7571527	+	--
BnaC06g08020D	chrC06	8787219	8787377	+	DNA repair protein RAD16-like
BnaC06g08750D	chrC06	10360618	10361254	+	--
